0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,class
0.1286313,0.1449417,0.1399235,0.1320569,0.1603352,0.1845471,0.1866745,0.182145,0.1588105,0.116828,0.07540149,0.06063124,0.06356911,0.04978527,0.01459309,-0.019849,-0.03590413,-0.03796655,-0.03850313,-0.05030018,-0.05807814,-0.04268356,-0.008240117,0.03475721,0.04357994,0.04491462,0.07778602,0.08398443,0.09120031,0.1148445,0.1048768,0.1063803,0.1173975,0.1143742,0.1115182,0.08759897,0.06388389,0.04995294,0.0414437,0.04565378,0.0351975,0.02903206,0.03504933,0.0365353,0.0482325,0.05568492,0.06049194,0.06952416,0.07337849,0.07889312,0.08077838,0.08549575,0.08946936,0.08675052,0.08688892,0.07969411,0.07749999,0.07724653,0.0669684,0.06584431,0.06208899,0.05897314,0.06415927,0.06132166,0.06420134,0.0676443,0.064244,0.06812375,0.07105376,0.07425397,0.07883606,0.0769951,0.07568378,0.07259642,0.06687461,0.06588527,0.06396957,0.06009822,0.06011368,0.05788429,0.05349792,0.05482003,0.05659588,0.0574709,0.05894857,0.05737216,0.0578172,0.05907686,0.05777062,0.05737377,0.05651054,0.05726021,0.0591569,0.05820472,0.05652248,0.05443396,0.05201549,0.05018291,0.0478891,0.04657526,0.05035193,0.05447527,0.05172863,0.04945358,0.05063035,0.04989704,0.04889449,0.04846132,0.0473739,0.04576482,0.04505729,0.04460777,0.04367739,0.04402457,0.04280331,0.04232412,0.0431312,0.03904268,0.03618053,0.03564481,0.03300383,0.03327577,0.03502553,0.03647246,0.03992714,0.04303321,0.04221572,0.03756355,1
0.06420134,0.0676443,0.064244,0.06812375,0.07105376,0.07425397,0.07883606,0.0769951,0.07568378,0.07259642,0.06687461,0.06588527,0.06396957,0.06009822,0.06011368,0.05788429,0.05349792,0.05482003,0.05659588,0.0574709,0.05894857,0.05737216,0.0578172,0.05907686,0.05777062,0.05737377,0.05651054,0.05726021,0.0591569,0.05820472,0.05652248,0.05443396,0.05201549,0.05018291,0.0478891,0.04657526,0.05035193,0.05447527,0.05172863,0.04945358,0.05063035,0.04989704,0.04889449,0.04846132,0.0473739,0.04576482,0.04505729,0.04460777,0.04367739,0.04402457,0.04280331,0.04232412,0.0431312,0.03904268,0.03618053,0.03564481,0.03300383,0.03327577,0.03502553,0.03647246,0.03992714,0.04303321,0.04221572,0.03756355,0.03575952,0.03595165,0.03361247,0.03269777,0.03121972,0.03044782,0.03485068,0.03736635,0.03662707,0.03514583,0.03143226,0.02673771,0.0245788,0.02857541,0.03316788,0.03397425,0.03331855,0.03083201,0.02924959,0.02700256,0.0245727,0.02551535,0.02419217,0.0225345,0.02230796,0.01991031,0.01899926,0.02113705,0.02479182,0.02663688,0.02661126,0.02715452,0.02447282,0.02136198,0.02339874,0.02456242,0.0202776,0.01723557,0.0191069,0.02068763,0.02058262,0.01997222,0.01810123,0.01667038,0.0169969,0.01684585,0.01385987,0.01155886,0.01402081,0.01637722,0.01548639,0.01749173,0.02091016,0.01752478,0.01325155,0.01409395,0.0137693,0.01186909,0.00981662,0.007927525,0.01060815,0.01480649,0.01683626,0.0161006,1
0.03575952,0.03595165,0.03361247,0.03269777,0.03121972,0.03044782,0.03485068,0.03736635,0.03662707,0.03514583,0.03143226,0.02673771,0.0245788,0.02857541,0.03316788,0.03397425,0.03331855,0.03083201,0.02924959,0.02700256,0.0245727,0.02551535,0.02419217,0.0225345,0.02230796,0.01991031,0.01899926,0.02113705,0.02479182,0.02663688,0.02661126,0.02715452,0.02447282,0.02136198,0.02339874,0.02456242,0.0202776,0.01723557,0.0191069,0.02068763,0.02058262,0.01997222,0.01810123,0.01667038,0.0169969,0.01684585,0.01385987,0.01155886,0.01402081,0.01637722,0.01548639,0.01749173,0.02091016,0.01752478,0.01325155,0.01409395,0.0137693,0.01186909,0.00981662,0.007927525,0.01060815,0.01480649,0.01683626,0.0161006,0.01173528,0.01055867,0.01257684,0.01141158,0.01061712,0.0116366,0.0116299,0.01118057,0.01135463,0.01191925,0.0112077,0.008655831,0.006880101,0.01025452,0.0148696,0.01361875,0.01117166,0.01017818,0.009193584,0.009186011,0.007555625,0.006917229,0.007012654,0.004043041,0.0035398929999999997,0.005821833,0.008160069,0.00898706,0.008087475,0.009471879,0.009169794,0.008966472,0.01164689,0.01053909,0.00920336,0.008557617,0.004365104,0.0002575171,0.000984623,0.0036305720000000003,0.002900641,0.0049995379999999996,0.007321192,0.00450409,0.004807293,0.005156673,0.003807315,0.0038969070000000002,0.002677615,0.002856928,0.0026893240000000003,0.0009520644,0.0006974278,0.0013030989999999998,0.003406971,0.004530042,0.003600235,0.00246427,-0.0004927166,-0.00313065,-0.0010908860000000001,0.002120249,0.0009402697999999999,7.922316e-05,1
0.01173528,0.01055867,0.01257684,0.01141158,0.01061712,0.0116366,0.0116299,0.01118057,0.01135463,0.01191925,0.0112077,0.008655831,0.006880101,0.01025452,0.0148696,0.01361875,0.01117166,0.01017818,0.009193584,0.009186011,0.007555625,0.006917229,0.007012654,0.004043041,0.0035398929999999997,0.005821833,0.008160069,0.00898706,0.008087475,0.009471879,0.009169794,0.008966472,0.01164689,0.01053909,0.00920336,0.008557617,0.004365104,0.0002575171,0.000984623,0.0036305720000000003,0.002900641,0.0049995379999999996,0.007321192,0.00450409,0.004807293,0.005156673,0.003807315,0.0038969070000000002,0.002677615,0.002856928,0.0026893240000000003,0.0009520644,0.0006974278,0.0013030989999999998,0.003406971,0.004530042,0.003600235,0.00246427,-0.0004927166,-0.00313065,-0.0010908860000000001,0.002120249,0.0009402697999999999,7.922316e-05,0.002155976,0.001733051,0.0007453708,0.0011684360000000001,0.0006753735,0.0007295317,0.001321533,0.001439682,0.0014671970000000002,0.001400467,0.001254945,6.002542e-06,-0.001706367,-0.001827685,-0.0013796429999999998,-0.0016066189999999999,-0.0020181179999999997,-0.002365524,-0.0019552939999999998,-0.001058086,-0.0006974228,-0.0001649563,0.0002188683,-0.001378485,-0.002713205,0.0003477356,0.003488633,0.001527384,-0.0001167502,0.0001618544,-0.00117039,-0.001134477,-0.0009066505,-0.0027217540000000003,-0.003062161,-0.0027923659999999997,-0.0005621574,0.003422647,0.002248503,-0.0018147010000000002,-0.003840231,-0.002748509,-0.0008214467,-0.003547883,-0.00507553,-0.001456685,-0.0002968917,-0.0031126,-0.005416084,-0.002801717,0.0009256552,0.0002033775,-0.001344057,-0.0032439920000000002,-0.003917408,-0.0007612875,0.0003220038,-0.00307423,-0.006352334,-0.004802777,-0.0015304670000000002,-0.00047557839999999997,0.0009632091000000001,0.0005174719999999999,1
0.002155976,0.001733051,0.0007453708,0.0011684360000000001,0.0006753735,0.0007295317,0.001321533,0.001439682,0.0014671970000000002,0.001400467,0.001254945,6.002542e-06,-0.001706367,-0.001827685,-0.0013796429999999998,-0.0016066189999999999,-0.0020181179999999997,-0.002365524,-0.0019552939999999998,-0.001058086,-0.0006974228,-0.0001649563,0.0002188683,-0.001378485,-0.002713205,0.0003477356,0.003488633,0.001527384,-0.0001167502,0.0001618544,-0.00117039,-0.001134477,-0.0009066505,-0.0027217540000000003,-0.003062161,-0.0027923659999999997,-0.0005621574,0.003422647,0.002248503,-0.0018147010000000002,-0.003840231,-0.002748509,-0.0008214467,-0.003547883,-0.00507553,-0.001456685,-0.0002968917,-0.0031126,-0.005416084,-0.002801717,0.0009256552,0.0002033775,-0.001344057,-0.0032439920000000002,-0.003917408,-0.0007612875,0.0003220038,-0.00307423,-0.006352334,-0.004802777,-0.0015304670000000002,-0.00047557839999999997,0.0009632091000000001,0.0005174719999999999,-0.00021843400000000002,0.001049843,-0.0006399065,-0.0022117260000000002,-0.002658145,-0.003631696,-0.003334452,-0.004413335,-0.005090524,-0.005442815,-0.006674746999999999,-0.005911575,-0.005684278,-0.0021863629999999998,0.00246754,-0.001689491,-0.005171785999999999,-0.0033823559999999996,-0.00392277,-0.004280084,-0.004080518,-0.004730013,-0.003575134,-0.003123411,-0.005044689000000001,-0.006162606,-0.005371931,-0.0038370970000000003,-0.0027135009999999997,-0.002555694,-0.002904668,-0.003080067,-0.0024094470000000003,-0.001273702,-0.0003819143,-0.0005283866,-0.002246931,-0.0031274859999999996,-0.002780612,-0.00340585,-0.00469852,-0.005752821,-0.005247118,-0.001686644,0.002354447,0.001706676,0.0001067453,0.00229566,0.0018723720000000002,0.00041114989999999996,0.0005726958,-0.0024033979999999997,-0.003163203,-0.003264795,-0.006259651999999999,-0.004957735,-0.00290964,-0.002800855,-0.002688875,-0.005162373,-0.00656852,-0.005195122,-0.004195578,-0.004267063,1
-0.00021843400000000002,0.001049843,-0.0006399065,-0.0022117260000000002,-0.002658145,-0.003631696,-0.003334452,-0.004413335,-0.005090524,-0.005442815,-0.006674746999999999,-0.005911575,-0.005684278,-0.0021863629999999998,0.00246754,-0.001689491,-0.005171785999999999,-0.0033823559999999996,-0.00392277,-0.004280084,-0.004080518,-0.004730013,-0.003575134,-0.003123411,-0.005044689000000001,-0.006162606,-0.005371931,-0.0038370970000000003,-0.0027135009999999997,-0.002555694,-0.002904668,-0.003080067,-0.0024094470000000003,-0.001273702,-0.0003819143,-0.0005283866,-0.002246931,-0.0031274859999999996,-0.002780612,-0.00340585,-0.00469852,-0.005752821,-0.005247118,-0.001686644,0.002354447,0.001706676,0.0001067453,0.00229566,0.0018723720000000002,0.00041114989999999996,0.0005726958,-0.0024033979999999997,-0.003163203,-0.003264795,-0.006259651999999999,-0.004957735,-0.00290964,-0.002800855,-0.002688875,-0.005162373,-0.00656852,-0.005195122,-0.004195578,-0.004267063,-0.0038643320000000003,-0.00161567,-0.0009555251,-0.0033363840000000004,-0.005616655999999999,-0.005551328,-0.003656325,-0.00262061,-0.002229394,-0.001899934,-0.0016217529999999999,-0.001907356,-0.0054142719999999995,-0.009253439,-0.00976919,-0.006432325,-0.001960335,-0.003241924,-0.004983769,-0.002811002,-0.004110704000000001,-0.004796585999999999,-0.0023633670000000003,-0.0005431618,0.002025019,0.0003278753,-0.003318853,-0.003901528,-0.0059796319999999995,-0.004964309,-0.002453666,-0.005785556999999999,-0.00741577,-0.005190225,-0.0030544879999999997,-0.0006456545,-0.0002212303,-0.0006226819,-0.0001356547,-0.001076172,-0.0018552479999999999,-0.001822447,-0.0035243379999999997,-0.004273004,-0.001897029,-0.000917435,-0.001193109,0.0002477001,-0.0002583875,-0.001432649,-0.001670864,-0.004669475,-0.0059231019999999995,-0.005284865,-0.00534645,-0.003156136,-0.002174911,-0.0007296678,0.0006086782,-0.002464562,-0.002381205,0.001035057,0.003354906,0.0030974320000000002,1
-0.0038643320000000003,-0.00161567,-0.0009555251,-0.0033363840000000004,-0.005616655999999999,-0.005551328,-0.003656325,-0.00262061,-0.002229394,-0.001899934,-0.0016217529999999999,-0.001907356,-0.0054142719999999995,-0.009253439,-0.00976919,-0.006432325,-0.001960335,-0.003241924,-0.004983769,-0.002811002,-0.004110704000000001,-0.004796585999999999,-0.0023633670000000003,-0.0005431618,0.002025019,0.0003278753,-0.003318853,-0.003901528,-0.0059796319999999995,-0.004964309,-0.002453666,-0.005785556999999999,-0.00741577,-0.005190225,-0.0030544879999999997,-0.0006456545,-0.0002212303,-0.0006226819,-0.0001356547,-0.001076172,-0.0018552479999999999,-0.001822447,-0.0035243379999999997,-0.004273004,-0.001897029,-0.000917435,-0.001193109,0.0002477001,-0.0002583875,-0.001432649,-0.001670864,-0.004669475,-0.0059231019999999995,-0.005284865,-0.00534645,-0.003156136,-0.002174911,-0.0007296678,0.0006086782,-0.002464562,-0.002381205,0.001035057,0.003354906,0.0030974320000000002,7.160852e-05,-0.002678936,-0.006931465,-0.006169975,-0.001528684,-0.003551382,-0.003762558,-0.002984676,-0.003489645,0.001118665,0.0008415218,-0.001288803,0.001059063,-9.062744000000001e-06,0.0001482291,0.0010111089999999998,-0.002587536,-0.00480532,-0.004409617,-0.001351427,0.0026701520000000003,0.0034698840000000003,0.005256289,0.006867838,0.001919317,-0.002741977,-0.002201517,-0.002333012,-0.002358656,-0.0005335251999999999,6.322069e-05,-0.0003131104,-0.001839381,-0.002811078,-0.0016294760000000001,-0.002433196,-0.003126152,-0.0004911244,0.0009812803999999999,0.0005786774,3.121906e-05,-0.001027324,-0.002997094,-0.004874245,-0.004256074,-0.004062639,-0.00486418,-0.0028292340000000003,-0.0008218950999999999,-0.001144909,-0.002325908,-0.002146194,-0.0009268309,-0.001310373,-0.0009899671,-0.0017062610000000001,-0.004477003,-0.004259667,-0.003741035,-0.00361451,-0.0021489960000000002,-0.00219194,-0.002627203,-0.002842382,1
7.160852e-05,-0.002678936,-0.006931465,-0.006169975,-0.001528684,-0.003551382,-0.003762558,-0.002984676,-0.003489645,0.001118665,0.0008415218,-0.001288803,0.001059063,-9.062744000000001e-06,0.0001482291,0.0010111089999999998,-0.002587536,-0.00480532,-0.004409617,-0.001351427,0.0026701520000000003,0.0034698840000000003,0.005256289,0.006867838,0.001919317,-0.002741977,-0.002201517,-0.002333012,-0.002358656,-0.0005335251999999999,6.322069e-05,-0.0003131104,-0.001839381,-0.002811078,-0.0016294760000000001,-0.002433196,-0.003126152,-0.0004911244,0.0009812803999999999,0.0005786774,3.121906e-05,-0.001027324,-0.002997094,-0.004874245,-0.004256074,-0.004062639,-0.00486418,-0.0028292340000000003,-0.0008218950999999999,-0.001144909,-0.002325908,-0.002146194,-0.0009268309,-0.001310373,-0.0009899671,-0.0017062610000000001,-0.004477003,-0.004259667,-0.003741035,-0.00361451,-0.0021489960000000002,-0.00219194,-0.002627203,-0.002842382,-0.00270938,-0.002167794,-0.0026615840000000003,-0.00297585,-0.0038103190000000004,-0.0045712209999999994,-0.003492849,-0.002393742,-0.001286115,0.0006472737,0.001877904,-0.0009050111999999999,-0.004445532,-0.001547021,0.00129474,-0.001172259,-0.0026319290000000003,-0.003734668,-0.0049519690000000005,-0.003862388,-0.003589433,-0.003631655,-0.003384608,-0.0031396040000000003,-0.001676036,-0.001319541,-0.0009531111,-0.0002900574,-0.0007726313000000001,0.0006578552,0.0016783179999999998,-0.0001145698,-0.00181851,-0.0028881859999999996,-0.002511771,-0.0009179988,-0.0004281342,-0.0003513712,0.0006212654,0.001989311,0.002430325,0.001969996,0.00213326,0.0016207020000000001,-0.00017498130000000002,-0.001621412,-0.002773506,-0.002098033,8.433074000000001e-05,0.001010972,0.0004520081,-0.001006854,-0.0008919896,-1.353672e-05,-0.0004213614,0.001318991,0.0048210020000000004,0.006451388000000001,0.0037743670000000003,-0.0008026444000000001,-0.0003755649,0.001000704,-0.0004071532,0.0006359331,1
-0.00270938,-0.002167794,-0.0026615840000000003,-0.00297585,-0.0038103190000000004,-0.0045712209999999994,-0.003492849,-0.002393742,-0.001286115,0.0006472737,0.001877904,-0.0009050111999999999,-0.004445532,-0.001547021,0.00129474,-0.001172259,-0.0026319290000000003,-0.003734668,-0.0049519690000000005,-0.003862388,-0.003589433,-0.003631655,-0.003384608,-0.0031396040000000003,-0.001676036,-0.001319541,-0.0009531111,-0.0002900574,-0.0007726313000000001,0.0006578552,0.0016783179999999998,-0.0001145698,-0.00181851,-0.0028881859999999996,-0.002511771,-0.0009179988,-0.0004281342,-0.0003513712,0.0006212654,0.001989311,0.002430325,0.001969996,0.00213326,0.0016207020000000001,-0.00017498130000000002,-0.001621412,-0.002773506,-0.002098033,8.433074000000001e-05,0.001010972,0.0004520081,-0.001006854,-0.0008919896,-1.353672e-05,-0.0004213614,0.001318991,0.0048210020000000004,0.006451388000000001,0.0037743670000000003,-0.0008026444000000001,-0.0003755649,0.001000704,-0.0004071532,0.0006359331,0.00176238,0.001802226,0.002171002,0.00041032739999999996,-0.00037273449999999995,0.0001385844,-0.001101467,-0.00161885,-0.0005456426,-0.0003375494,-0.001204872,-0.00102492,-9.486263999999999e-05,0.001599647,0.004424442,0.005847216,0.00580103,0.005017149,0.003858463,0.001674444,-0.001800001,-0.002744918,-0.0015899970000000001,-0.00030866520000000003,0.0008873047,0.0006843187,0.0008729628,0.002224253,0.003247588,0.003152875,0.003128905,0.0039231809999999995,0.002349693,-0.0002477607,-4.186955e-05,0.001361761,0.001625001,0.0017328139999999998,0.0032592479999999997,0.003904123,0.00324695,0.002505151,0.0004270197,-0.001093971,-0.00107806,0.0005698082,0.002247926,2.712975e-05,-0.001773636,-0.001380763,-0.001596354,-0.00021364209999999998,0.001232271,0.0007872686,0.0001895427,-0.0002946678,-0.001326541,-0.001756861,-0.0007534325,-0.0003776076,-0.001216592,-0.00397235,-0.004485599,-0.0007349253999999999,1
0.00176238,0.001802226,0.002171002,0.00041032739999999996,-0.00037273449999999995,0.0001385844,-0.001101467,-0.00161885,-0.0005456426,-0.0003375494,-0.001204872,-0.00102492,-9.486263999999999e-05,0.001599647,0.004424442,0.005847216,0.00580103,0.005017149,0.003858463,0.001674444,-0.001800001,-0.002744918,-0.0015899970000000001,-0.00030866520000000003,0.0008873047,0.0006843187,0.0008729628,0.002224253,0.003247588,0.003152875,0.003128905,0.0039231809999999995,0.002349693,-0.0002477607,-4.186955e-05,0.001361761,0.001625001,0.0017328139999999998,0.0032592479999999997,0.003904123,0.00324695,0.002505151,0.0004270197,-0.001093971,-0.00107806,0.0005698082,0.002247926,2.712975e-05,-0.001773636,-0.001380763,-0.001596354,-0.00021364209999999998,0.001232271,0.0007872686,0.0001895427,-0.0002946678,-0.001326541,-0.001756861,-0.0007534325,-0.0003776076,-0.001216592,-0.00397235,-0.004485599,-0.0007349253999999999,-0.001358025,-0.002420549,-0.0007049008999999999,-0.0008832655999999999,0.00226967,0.003637719,0.0005499493,-0.0002272523,-0.001580171,-0.002134245,-0.001982828,-0.002831528,-0.002560603,-0.0031467640000000002,-0.002495872,-0.001025142,-0.0005705274,0.0005664147,0.0007944418,-0.00017571490000000003,-0.0014680270000000002,-7.699153e-05,0.002649293,0.0021740220000000003,0.001823468,0.001483685,2.578449e-05,-0.0005593338,-0.001136693,-0.0008126984,-0.0006472715,-0.001079572,-0.0003068598,0.00046065989999999996,0.00049809,-0.0006485462,-0.0007915111999999999,0.0005190688,0.00064771,0.001337391,0.001143275,0.00028705639999999997,0.001132877,-6.0124179999999995e-05,-0.0017482720000000002,-0.001021759,0.001567469,0.002831814,0.0005583955999999999,-0.000198223,-0.002375482,-0.003892755,-0.00018371229999999999,-0.001123837,-0.001448385,0.0005847615,-0.001515447,-0.0005580409,-0.0008773585,-0.0017526879999999999,0.0007790866,0.0008567016000000001,0.003870234,0.0065767759999999995,1
